1,3607,3861,3838,1257,103
2,3679,3859,3833,2195,1845
3,3659,3861,3835,2450,1904
5,3615,3856,3841,1240,99
6,3681,3861,3835,2235,1913
7,3638,3857,3840,2009,1079
8,3615,3850,3838,1245,85
10,3701,3859,3838,2538,2385
11,3621,3863,3841,1581,402
12,3651,3862,3835,1609,754
13,3689,3863,3835,2683,2477
14,3615,3855,3831,1285,112
16,3690,3864,3837,2234,1925
17,3633,3857,3842,1977,1022
18,3607,3860,3839,1237,86
19,3702,3859,3829,2651,2561
20,1847,3733,3819,1400,171
22,3692,3850,3834,1869,1275
23,3663,3847,3829,2319,1676
24,3619,1657,3709,1181,82
25,3705,1944,3722,2397,2255
26,3638,3845,1781,587,185
28,3635,3851,1732,383,0
29,3676,3864,3838,2691,2422
30,3611,3861,3837,1251,99
31,3687,3863,3839,2244,1940
32,3634,3857,3837,1943,955
33,3632,3858,3833,1295,111
35,3690,3869,3835,2685,2476
36,3615,3855,3834,1272,106
37,3684,3859,3839,2125,1730
38,3639,3855,3838,2014,1090
39,3638,3859,3836,1264,87
41,3687,3858,3837,2674,2448
42,3614,3857,3833,1314,120
43,3687,3863,3835,2327,2078
44,3619,3865,3832,1656,514
45,3659,3864,3836,1721,991
47,3635,3869,3836,2161,1375
48,3599,3860,3843,1215,82
49,3679,3864,3837,2684,2484
50,3607,3860,3838,1213,83
51,3689,3864,3835,2667,2586
53,3609,3859,3838,1264,108
54,3688,3872,3838,2352,2129
55,3617,3862,3845,1570,391
56,3669,3871,3844,1995,1504
57,3624,3863,3842,1947,979
59,3599,3857,3838,1227,86
60,3694,3867,3839,2717,2582
61,3619,3847,2023,369,0
62,3700,3857,3002,2138,2193
64,3614,3862,3837,1353,143
65,3686,3864,3837,2359,2145
66,3626,3857,3839,1735,628
67,3661,3858,3838,1722,987
68,3639,3861,3844,2104,1252
70,3636,3859,3833,1349,232
71,3660,3868,3837,2545,2090
72,3610,3856,3836,1235,93
73,3694,3865,3840,2647,2547
74,3611,3860,3839,1286,119
75,3708,3859,3834,2447,2281
77,3627,3857,3838,1414,185
78,3678,3861,3836,1990,1481
79,3635,3854,3835,1923,937
80,3653,3856,3831,1597,729
81,3651,3859,3837,2272,1579
83,3621,3859,3841,1260,92
84,3690,3862,3841,2697,2526
85,3615,3859,3841,1252,106
86,3707,3859,3842,2591,2499
87,3623,3858,3841,1362,141
89,3686,3860,3836,2283,2001
90,3631,3855,3839,1906,901
91,3647,3857,3838,1566,668
92,3675,3862,3842,2671,2389
94,3614,3851,3833,1233,91
95,3696,3857,3837,2477,2302
96,3623,3856,3837,1413,176
97,3682,3862,3835,2127,1736
98,3629,3856,3837,1783,707
100,3660,3858,3842,1627,802
101,3663,3864,3839,2570,2180
102,3617,3854,3833,1240,106
103,3692,3859,3835,2675,2543
104,3615,3855,3835,1271,104
106,3695,3857,3833,2411,2218
107,3628,3851,3835,1677,553
108,3660,3857,3841,1730,991
109,3647,3855,3839,2199,1430
111,3615,3855,3837,1243,97
112,3701,3867,3846,2679,2613
113,3615,3864,3843,1459,238
114,3667,3865,3835,1971,1448
115,3651,3856,3835,2346,1702
117,3604,3854,3835,1209,86
118,3695,3856,3834,2725,2636
119,3615,3858,3839,1286,128
120,3691,3864,3841,2325,2113
121,3638,3856,3842,2021,1123
123,3631,3856,3833,1246,84
124,3691,3862,3839,2728,2568
125,3614,3852,3835,1235,104
126,3694,3856,3837,2378,2187
