136,0,8,7,9,0
137,0,7,7,11,0
138,0,6,5,7,0
139,0,15,10,16,0
141,0,11,7,14,0
142,0,11,11,9,0
143,0,10,9,10,0
144,0,11,0,6,0
145,0,10,4,19,0
147,0,11,6,11,0
148,0,10,11,13,0
149,0,7,7,12,0
150,0,13,10,14,0
151,0,11,9,11,0
153,0,10,11,6,0
154,0,10,9,6,0
155,0,8,9,6,0
156,0,11,7,13,0
157,0,11,5,10,0
159,0,9,5,6,0
160,0,12,8,8,0
161,0,12,7,11,0
162,0,9,6,6,0
163,0,8,10,12,0
164,0,8,6,14,0
166,0,8,10,12,0
167,0,9,0,10,0
168,0,11,8,14,0
169,0,9,14,18,0
170,0,10,8,12,0
172,0,8,8,14,0
173,0,7,6,11,0
174,0,8,5,7,0
175,0,12,8,11,0
176,0,8,6,10,0
178,0,3,0,8,0
179,0,9,0,11,0
180,0,14,16,26,0
181,0,12,8,12,0
182,0,15,12,11,0
184,0,12,12,12,0
185,0,11,8,12,0
186,0,10,8,9,0
187,0,10,3,7,0
188,0,15,10,10,0
190,0,7,4,10,0
191,0,5,3,9,0
192,0,15,9,19,0
193,0,10,7,10,0
194,0,13,7,11,0
196,0,6,6,9,0
197,0,12,5,12,0
198,0,4,7,10,0
199,0,8,8,15,0
200,0,10,15,8,0
202,0,12,13,5,0
203,0,17,11,11,0
204,0,7,4,15,0
205,0,15,11,8,0
206,0,15,9,14,0
208,0,11,9,17,0
209,0,9,8,15,0
210,0,11,8,15,0
211,0,8,3,8,0
212,0,10,8,11,0
214,0,9,7,7,0
215,0,6,6,4,0
216,0,11,11,11,0
217,0,9,2,14,0
218,0,11,7,14,0
220,0,11,4,12,0
221,0,10,10,12,0
222,0,17,14,16,0
223,0,9,9,5,0
224,0,12,7,12,0
226,0,12,9,5,0
227,0,7,10,19,0
228,0,11,6,10,0
229,0,16,6,11,0
230,0,14,12,13,0
232,0,13,14,16,0
233,0,10,8,13,0
234,0,14,7,15,0
235,0,13,8,19,0
236,0,9,6,0,0
238,0,9,3,12,0
239,0,9,7,7,0
240,0,12,9,6,0
241,0,11,7,6,0
242,0,10,10,16,0
243,0,10,9,12,0
245,0,12,15,16,0
246,0,13,9,15,0
247,0,13,8,11,0
248,0,11,6,10,0
249,0,10,7,8,0
251,0,7,7,9,0
252,0,10,10,15,0
253,0,15,12,14,0
254,0,16,10,13,0
255,0,9,11,11,0
257,0,12,13,10,0
258,0,8,8,8,0
259,0,12,12,16,0
260,0,15,10,17,0
262,0,11,11,12,0
263,0,16,12,10,0
264,0,9,6,12,0
265,0,4,3,5,0
266,0,14,9,10,0
267,0,8,12,13,0
269,0,13,12,13,0
270,0,6,7,7,0
271,0,10,7,8,0
272,0,9,4,9,0
273,0,9,6,9,0
275,0,14,9,6,0
276,0,12,14,13,0
277,0,5,2,14,0
278,0,14,8,13,0
279,0,7,2,9,0
281,0,13,11,12,0
282,0,10,11,17,0
283,0,12,9,9,0
284,0,8,10,16,0
285,0,15,12,16,0
287,0,14,12,11,0
288,0,25,24,31,0
289,4,34,34,34,0
290,9,40,35,35,5
293,5,31,29,38,6
294,8,35,30,30,4
295,9,42,34,38,3
305,8,38,32,35,2
307,6,35,30,38,7
308,5,34,37,39,6
322,5,31,26,40,2
324,8,33,35,44,5
325,6,34,32,35,3
326,8,33,34,622,0
331,4,34,32,28,3
332,5,31,34,39,5
336,8,38,36,32,1
