2,5,33,27,34,4
3,2,35,30,28,0
4,0,33,33,34,0
6,3,23,23,31,0
7,2,24,25,28,0
8,5,30,31,32,1
9,2,30,32,39,0
10,2,35,26,29,0
12,0,31,26,32,0
13,3,370,45,42,0
14,0,30,38,33,0
15,6,31,30,36,0
16,2,154,35,30,1
18,3,28,31,29,2
19,2,29,23,27,0
20,7,27,25,25,0
21,1,30,34,316,0
22,0,28,28,30,0
24,3,29,26,29,0
25,1,25,26,32,0
26,1,30,30,32,0
27,2,32,30,31,5
28,2,30,25,26,0
30,1,28,27,27,0
31,0,20,18,21,0
32,0,10,8,13,0
33,0,9,7,8,0
34,0,13,9,21,0
35,13,36,37,39,12
37,9,38,35,35,5
38,8,37,32,38,6
39,8,40,34,38,7
40,8,42,38,38,1
41,9,36,34,35,5
43,10,39,37,40,4
50,10,36,34,40,1
54,8,33,2119,138,0
55,6,36,2081,129,1
56,10,37,2088,139,1
60,7,36,38,32,6
