2,0,0.04,0.01,15.93,0
3,0,0.07,0.02,0,0
4,0,0.08,0.04,6.89,0
5,0,18.52,10.37,37.55,0
6,0,16.51,0.76,0,0
8,0,7.74,0.37,18.87,0
9,0,0.07,0.02,0,0
10,0,0.12,0.08,9.97,0
11,0,0.13,0.09,12.7,0
12,0,0.07,0.12,0,0
13,0,0.09,0.06,18.89,0
15,0,0.1,0.11,0,0
16,0,0.05,0.1,17.19,0
17,0,0.11,0,0,0
18,0,0.07,0.03,3.88,0
19,0,0.08,0.08,11.41,0
21,0,0.09,0.07,0,0
22,0,0.09,0.05,17.41,0
23,0,0.1,0.05,0,0
24,0,0.11,0.04,17.84,0
25,0,0.11,0.03,0,0
27,0,0.1,0.03,12.46,0
28,0,0.08,0.05,3.15,0
29,0.12,0.05,4.16,0,0
30,0.07,0.02,14.91,0,0
